[3.090884485440918, 5.615924103936306]
[7.700948366048912, 6.8942761327835465]
[-1.1171627384021656, 4.32650787065277]
[2.352707949797888, -1.0655794539871268]
[-0.88322247931637, 5.127773182199594]
[3.737392437103566, -0.08564750059216955]
[0.3997326321646591, 2.8025483410871423]
[5.340417400623198, 0.8926231259873926]
[-1.6749616202449273, 4.28323239721571]
[6.768439518282423, 6.786371912562192]
[5.168156410927549, 1.2158759136805186]
[5.837688883326862, 5.561735611548752]
[0.0370534146905724, 3.863689740072003]
[0.2093002976450456, 3.479179129956104]
[6.404101242485524, 6.735717469275825]
[-1.4961231531368302, 1.9368291018845993]
[5.783548409119669, 7.092220263506077]
[0.45326647686215765, 3.633425015022449]
[-0.43272429692804765, 3.8266737455845403]
[5.3591670544525405, 6.264329241885457]
[3.863205785564358, 1.0646563259877333]
[3.086635134525213, 0.5151545316952824]
[-0.5823479571968095, 4.497468706365121]
[0.365865123830417, 3.488876185180131]
[5.944974703260648, 7.279906878015212]
[6.552994664477971, 7.413172452522646]
[5.211049592827587, 6.338738981498448]
[4.779510703579257, 5.157370709075501]
[6.508800245648202, 6.060583175661567]
[5.354365413089206, 6.697083791149391]
[0.8275264370716803, 3.9411079457820977]
[-1.4869041244290044, 4.850260883831386]
[6.348411318183982, 5.783012080347313]
[-1.940904087945365, 3.881245114353135]
[3.4842631920828655, 0.8272229286073183]
[7.024103388748868, 7.7863849870606305]
[6.319954516780808, 7.857184548398692]
[7.341562612969869, 3.6623825825881626]
[0.06869402114302031, 4.096457656032214]
[4.199554075222232, -0.1291727287591224]
[0.17998264946196188, 5.323106404724823]
[6.576620515273568, 6.941036608463951]
[-0.504388648731449, 5.393680329139306]
[4.469156075745775, 6.565822149018731]
[-1.2183544428228426, 3.8733115747849123]
[5.168297071838608, 6.562614108019008]
[2.9949644848334316, 0.16302427287416615]
[3.662797069408608, 0.5225486920150577]
[7.855348599320575, 4.696426771859456]
[0.045213316997024196, 1.9709415357967126]
[4.6070033348044666, 5.218416140494892]
[3.498721108960794, -0.306374725919922]
[6.339043675618318, 7.639765922004825]
[0.7673201055940672, 3.012312655619278]
[1.2097053220149832, 2.581176398806466]
[-0.47323687651059365, 1.8974665609182275]
[3.471274000608777, -0.8403408471536764]
[-1.1867760075250364, 1.745455462051388]
[3.4883557877625395, 0.43728012080498874]
[5.529019131929833, -0.7919889815246373]
[4.061509187786587, 5.270713344572878]
[5.733906320887906, -0.975338272228604]
[0.6211005710072965, 1.5533216087696973]
[-0.9569514024822108, 4.246402462148342]
[5.5763699588871125, 5.199750453394878]
[6.3535095917840785, 6.47096806441192]
[5.9539293944253995, -0.9588039558064216]
[0.8456455932562122, 5.248853383293529]
[5.485769869642656, 7.132396139227225]
[3.5874695448807516, -0.9750081138033998]
[5.438843082149388, 1.393642474908589]
[7.181150739477308, 5.266421984436689]
[-0.07492083932531987, 1.2270785966762379]
[4.155198599711107, 7.517214588704606]
[0.7050783549875842, 4.13489754050757]
[1.390854122916909, 6.0078364696120214]
[4.994725860173012, -0.4948420668810099]
[4.785763418390583, 7.830441674397073]
[3.6591633207263294, 0.7498311651400031]
[4.086459015001871, 1.0751124629916666]
[3.155367053649578, -0.7428234164162497]
[-0.5122740638211923, 5.979185800192715]
[4.551257437921237, 1.0265182855153039]
[0.6502923010585316, 3.235945379716166]
[0.23132738433681252, 3.343494943103893]
[5.508014595700683, -0.33738484570940563]
[4.33148668163091, 5.346838601065611]
[5.726621882572661, 5.301639225066826]
[4.729261155416255, -2.3587652348379624]
[2.7326539297793873, 2.076981048687089]
[-0.14549219903052185, 3.1795540214979034]
[0.7545138628597824, 4.730480958193852]
[3.602346731492732, 0.35692617370809004]
[4.203663923335043, -0.11876550037790407]
[-0.6860484626244976, 3.771814611151588]
[5.459201090563959, 5.106729339988433]
[7.666864882041874, 8.092885016445159]
[-1.492355555606869, 3.9700381990075706]
[4.868859026721632, -1.1472726275975267]
[0.2696119536386173, 4.578963023316495]
[5.659181714353969, 8.181656950067728]
[5.150207381686396, 0.5441390369892048]
[-0.9818984618471259, 2.9570037373052998]
[3.734383460829275, 1.8539517470351488]
[4.57066046128999, 5.998568721204517]
[6.375192484491301, 6.9236749064521454]
[4.3352476164303235, -0.5196408213239567]
[3.759711599074184, -1.3733438402444567]
[6.4787717344429065, 5.227258894569065]
[1.071765883003465, 5.459103924055834]
[5.602376072835276, 6.368031978765725]
[0.12203113985828623, 5.590054605747401]
[4.314528218170974, 6.371999522321367]
[5.762388780815824, 5.3150114495688365]
[6.346296120581662, 7.086702959112813]
[2.9414765629298376, -0.5130965386362464]
[3.362318428480786, -1.0037990667896084]
[-0.29292092708688017, 3.3332490672554123]
[8.689309910357464, 6.614834838482716]
[4.486991646658351, -0.09852547404364959]
[5.586095754058421, 5.077829042026316]
[5.824226732543182, 6.909615471291419]
[0.4251785894618107, 2.4438787452552075]
[6.269097820179889, 7.391308355641035]
[1.6068033389926493, 3.8216029354577192]
[-0.2496064435461598, 5.533902285017653]
[1.0876066707039487, 3.9001583397040904]
[-0.7464818801951184, 4.535389471638728]
[6.0486565385793964, 6.38936336608714]
[5.177591700410055, 3.967856772884542]
[4.037811425611513, -0.15222911628159236]
[-1.1928264818672791, 3.942953879373157]
[0.8779130480654154, 4.811314856592378]
[0.3703906403775032, 3.7264966162897974]
[4.824697499644854, 5.922761185975813]
[7.230044184099962, 7.010173169251564]
[4.319247335152033, -0.13167952998955765]
[6.323740676989364, 5.655073002610634]
[6.27405661912072, 6.486225748443767]
[4.995577658471283, 6.214227321304012]
[-1.0760660536664712, 1.8851312298401615]
[-0.04288605642599556, 2.558311547671908]
[0.4087905582304157, 3.9309812597207587]
[5.911354547507863, -0.5251401062328842]
[0.9416208207681164, 4.568455498934086]
[5.571822133848822, 5.327288836797003]
[-0.9949446333555078, 3.7195435159669383]
[5.208853068836406, 0.2633139103710051]
[1.776783010649479, 4.289852548764717]
[-0.15058698987356073, 2.357266119463916]
[0.3710851548877324, 3.509809343121231]
[-0.3928098458776132, 5.331931307098622]
[4.883087553177061, -1.6276453987791615]
[3.819035071557237, 8.149391308678853]
[6.870200415124433, 5.1815151527798]
[4.718835653748727, -1.1278671374252869]
[4.674788331126813, -0.4724711375036237]
[-1.0532096843957135, 2.6486712398796417]
[4.83129619479789, -1.09618793420124]
[5.31699414920466, -0.17363903824912474]
[5.522640794384844, 5.419953874158338]
[7.303556441103832, 7.759709658523558]
[6.458037511341599, 5.855455097855676]
[3.1473389588066407, 1.3673588880873595]
[3.436216578796983, -0.1634242843063022]
[5.2710263334815135, 6.116663316601889]
[4.823699235930623, 6.505307673509363]
[4.617178534000562, 0.9467768434015744]
[1.9416675083174602, 2.8094470789648884]
[3.1738658658920995, 0.11636015573711248]
[5.554135991191458, -0.24800310023747033]
[2.9476042942533898, -2.1287113917749463]
[4.310990433520285, 2.2492540632343925]
[7.6062920095927655, 6.990420674594244]
[3.7782578115502137, 0.03383674787024154]
[5.8736326269579004, 6.6790937493928]
[5.474498159295939, 2.0971916851871084]
[5.329122232028578, 7.5305674457674545]
[6.522879955231202, 7.768202101190797]
[-1.019825792070489, 4.84271674616432]
[-1.3051977203282166, 3.552225048222935]
[4.703283626688577, 0.1879080517471009]
[5.010561716372068, 1.18652192842775]
[7.695706156990373, 5.785197232441587]
[2.189765364600408, -0.28438963358473357]
[0.31527948247543497, 3.924444031842623]
[6.397221308030934, 6.73014967012477]
[0.9237770602060535, 4.019901822591917]
[4.235499583030183, 0.32754593080187694]
[3.931102958387888, 0.5038121016809816]
[3.973652529082357, -1.3852817984117174]
[3.124015246455284, -1.5922616633469933]
[0.5552091768750691, 2.873726686789257]
[3.7590628620667776, 0.7195000654896914]
[-0.728548870786513, 5.039181365765261]
[-0.9754165695328468, 4.4331087678862415]
[3.597734846122753, -0.5271182493118707]
[1.3039035677765545, 3.1518902248156597]
[3.6353984698848523, -0.5943766174726306]
[5.717546160922578, 7.13378704353647]
[4.627686591975506, -0.47190168835424495]
[-1.1283386562043516, 2.341691965342326]
[1.0988516438660212, 4.8651665366454]
[4.31033504936462, -0.8932035882872177]
[3.2918898515878885, 0.5407318719814063]
[7.21198238062768, 5.561815369918785]
[6.194035172475664, 4.724643294467354]
[5.367019123948524, 6.191319143120006]
[2.407359417589225, 4.166364088493145]
[3.233059223294399, -2.27748331041151]
[3.4125535026150495, -0.7681972877348837]
[6.454131156606591, 9.093553944134849]
[-1.450356314346934, 6.207302449956826]
[6.956088965582362, 7.107538463710132]
[4.454788559290316, -1.6589819446102232]
[2.916282319340901, 0.4855565745727882]
[4.715493437195056, 7.071797393053302]
[3.0973620338384205, -0.6847428841399212]
[5.64593565375158, 6.154202267994522]
[3.181955647430262, -1.4062550806471412]
[5.698095673334467, -0.27223205035039805]
[7.423936896557822, 6.834020250981143]
[6.476419658134105, 6.782055149978193]
[3.668177267616811, -0.09298391314197424]
[5.397469603075375, 5.896213282753056]
[6.71248392647274, 4.6050532403038815]
[5.004471902765004, -0.31885575880742756]
[6.022524798439012, 8.21967370709998]
[0.5863146984371269, 5.377095754139804]
[3.815291047562573, 1.4445511596118839]
[6.585059472441661, 7.289654457953941]
[-0.8583136022404162, 3.1062293572642568]
[0.785310719146262, 4.318576398069506]
[2.562369492889908, 0.3850399444474584]
[5.826264767955619, 5.601631093099576]
[5.246821938655706, 8.039338414031448]
[0.7581182557198416, 3.500505296097167]
[0.4163918182707667, 5.12685962207422]
[4.7810152446131715, -0.42260309814797953]
[6.601536621080628, 6.931654817880662]
[6.252667266741177, 6.382411201182539]
[3.754323793250139, -0.5018537826002925]
[2.5404214777105256, 0.5566749091294738]
[4.211364735076269, 0.5208055165458221]
[-0.33811358627329435, 5.9632486312262065]
[3.1052436449717598, -0.08488051044854322]
[5.363475153382175, -0.2022638911322262]
[3.0357573550970063, -0.06912894237581346]
[2.5286523225428597, 1.4306348800209807]
[4.292755825837101, -1.895243372230587]
[0.8596553372660547, 4.448269385656942]
[-0.27526889103129715, 2.9801872336670057]
[3.8342512531908803, -1.10776037168214]
[1.2306098486568489, 5.195362965652944]
[6.5764679464465505, 7.90656291448877]
[3.1085249635990713, 1.8431506313127186]
[6.478686000321023, 6.204035977300771]
[-1.6027849086898698, 5.271082500842196]
[5.666680377237804, 5.6291963893794605]
[3.808752360622941, -0.44373268461758647]
[5.640518139865281, 5.435286637684915]
[-0.6440530687140166, 4.416153840146372]
[7.7873813950218205, 6.143525896141505]
[6.89354006125718, 6.0832344058030845]
[0.6489146126811083, 3.360620352313143]
[5.906280691771833, 6.503813934912873]
[0.9877967636414232, 3.838661157654738]
[3.436133721000646, -1.201698793999344]
[5.560246065724266, 6.988441686577011]
[4.121481444458677, 0.8720883940578787]
[5.685198868699206, 1.6343173830399236]
[3.7600461842129813, 1.0276795180806324]
[4.592619328393743, -0.07054932930762861]
[0.6059880671720095, 3.8721704991396657]
[2.8165318500709784, -0.5179884074808312]
[0.04593607868525523, 2.938206735190736]
[4.77335432579409, 6.258131592903363]
[5.84802369014169, 5.564517953314163]
[-0.08625327735570149, 4.512586545134302]
[3.7559813785981393, -0.39713024011203624]
[6.911520363634653, 6.908395736717962]
[4.8190533650824126, -0.6479822322867923]
[0.4099139002877329, 4.585470079409757]
[3.0052332222908493, 0.048610057295530286]
[0.6232414936284562, 2.4588223970958274]
[4.302230670499421, 1.520482491497631]
[5.467245747157822, -0.7084112050430896]
[3.3150353944029263, -0.5564975975528956]
[8.661310041236261, 5.781823125281823]
[4.47604143692831, 0.5556874840761805]
[3.8330178042080294, 4.359690085936046]
[4.585167436785981, 0.15946342901445792]
[7.413839845694196, 6.211045428214334]
[-1.7363068873564853, 4.352815402963192]
[4.469694142416567, 1.6322119650526936]
[-0.4368555777487285, 5.349190649529696]
[6.033888219648399, 5.341537243399334]
[3.755215095138146, -0.5325465485898104]
[5.112258230042869, 6.494527293161771]
[2.8289729895688547, -1.6378895157143927]
[4.671635322787074, 0.2317991095508343]
[3.5526533473274595, 0.5933264466499454]
[3.9007346537805327, 0.5625886707014043]
[5.83801947029247, 5.271230686792361]
[5.528194867241637, 6.050694129740429]
[0.5705246167762095, 3.9438880559241323]
[2.2644569075026952, 3.7137294880069263]
[6.590188710901048, 6.642269905377155]
[4.410254324529881, -1.8532101792364724]
[4.074779179795268, -0.7976675132177509]
[-2.2290798069646356, 3.7151188896612877]
[5.260493006138381, 0.7369934810953436]
[3.2840356078139594, -1.7921396686039088]
[3.9527453991551442, 5.478145029584751]
[5.258566420344607, 4.608803747525561]
[4.965781217902892, -0.0981738045440262]
[5.476048710250291, 5.807011789580925]
[3.7779532566883587, 1.3230499243465137]
[1.3514285669050201, 4.468683341310034]
[4.134978847786451, -0.5362059660246196]
[5.277679645073841, 0.6142621666405349]
[3.4267321477897603, 0.46828729299458144]
[4.7277362303540755, -0.8045997076687856]
[2.2967591433744743, -0.11725755309743832]
[4.388520165790653, 1.0825460642042462]
[4.472367839950895, -0.8334445836817652]
[1.528143796653272, 4.40560885139178]
[5.33186801362257, 0.8189749051220819]
[4.001200907239198, -0.8672165882508663]
[1.0197167842188124, 4.187330344615662]
[4.5886703829992515, -0.6356765583396243]
[-0.3236807797275108, 2.1539468991564172]
[0.49137748333773895, 2.3016571247353195]
[6.63680799610434, 6.178560735417764]
[6.693697500671996, 4.76485081000944]
[5.607930728602756, 5.087733388050575]
[1.934846601606933, 4.635797420425277]
[3.040175966367527, 0.9676556414344067]
[3.704245051826536, -0.18122643222734058]
[4.0278050582813085, -0.539185069333698]
[7.343242368306995, 5.29273842495915]
[1.8720805957835123, -1.9159154736493909]
[5.964191231559329, 6.262773385289896]
[4.214136974601003, 0.5944817300270421]
[-0.9969497085073519, 5.013459754323297]
[1.6620904120867315, 3.1339381929014847]
[0.07316462305169943, 4.829168039244438]
[4.587997764538331, 0.13270782436588882]
[6.446297231142484, 5.192550728655569]
[-0.522865455416295, 4.09049740269649]
[1.9945631387282445, 4.482379854030616]
[3.064085270091589, 0.6273727883167166]
[5.670183092527569, 7.113240867263183]
[0.2173401305812955, 2.9598250382078826]
[7.832134534954114, 6.277327396600457]
[5.93720721769262, 7.713972471811545]
[-0.1930435433138204, 3.783605915071187]
[5.877915495619019, 5.449209308067556]
[0.371285566882685, 3.3234864317724613]
[6.436865635479531, 6.813351604045275]
[4.298139361486078, 1.0099379096327599]
[4.051720123624841, 0.7491068072445954]
[6.0381862304195275, 6.783559306484603]
[5.585038924166256, -1.701344071545284]
[4.043847208621204, 0.41475690576044394]
[2.6948882698905843, 0.4391741199143052]
[5.46727917643661, 6.8392168840141405]
[1.1279818643326465, 3.387460353284901]
[4.51170012130596, -0.5300479251028541]
[0.2939042106268827, 5.140202037161927]
[0.7272301144828694, 5.130312921314935]
[-0.3519315757549537, 5.4872849614438]
[2.6558433095869063, 1.230820578592694]
[-0.2892074535307927, 4.956012273308853]
[-1.2108657691012648, 5.153948498758855]
[4.4013725109823225, -0.8822284297013421]
[7.368548765677085, 4.164410176616881]
[6.526875733012708, 6.9293906986131395]
[6.100422557519713, 7.674725910336666]
[4.625259766550178, -1.1594759888450323]
[-0.5965604382914172, 3.844431650228487]
[5.361330268276134, -0.3832958104954654]
[4.325309060853603, 0.1996037585804402]
[3.49229097665512, 4.852926963119016]
[4.217204471391261, -2.039960535326578]
[-0.6366552053366932, 4.686921054102636]
[5.680285394008205, 5.574113903154376]
[7.249687176586472, 6.711116298487274]
[0.01142954091007319, 2.7788070895399115]
[4.629637804431216, -0.9588063218568457]
[-1.5011414592321888, 4.565253466065846]
[0.5321626187798428, 4.612069475559599]
[6.562406075597203, 6.658267388922686]
[4.631297089856276, 5.969869929021614]
[0.9632601220466325, 4.488939576387676]
[4.108455199242126, 1.0364660948576347]
[-0.5685918822324965, 4.525744942191765]
[6.8405931971745, 4.45979948887703]
[3.084231418043406, -0.7750272820416361]
[-1.163977028679387, 6.071667461050925]
[4.977330331962421, 6.162120855024313]
[-0.25615614272197146, 3.7091856457092938]
[2.700724711993287, -0.7256691441982906]
[-2.51115166470617, 3.2806423310373276]
[6.407400868836193, 4.128803578662626]
[0.4087818058865078, 5.18830696416159]
[5.2147214146066645, -0.9689439365882815]
[8.164290940373213, 5.810138869548385]
[0.7991951074080633, 4.154465903937173]
[4.259307497662533, -0.4005017542788833]
[-1.2089926770048236, 5.6151846777153915]
[3.422434333278929, 0.1803693743053105]
[-0.23551425281706775, 4.179822098441909]
[4.466721701845741, 1.5360516121189525]
[6.34365027409239, 5.571917201543073]
[1.0704355173851416, 2.5142747848678138]
[4.061644382693177, -0.004855233525156932]
[-2.0794157192236424, 3.852544713448671]
[2.574233298908442, 0.48997699597190886]
[-1.3113015209310028, 5.527894934590417]
[-0.697985594043346, 3.4056084964497018]
[3.392287138525581, -0.16958571419633842]
[6.337103413965351, 5.8917086017578875]
[3.5068593036595637, -0.08101905384224208]
[5.076236521111866, 5.423619858772662]
[-0.3438769562128538, 2.051786959681264]
[2.2382245511776064, 0.7790087410165558]
[6.159983466365757, 6.24097301367082]
[5.142413445543621, 6.629112036819395]
[6.789097501258609, 6.3266406672323345]
[4.915729831040565, -0.13092379479269906]
[0.6075111089601092, 4.569525921130308]
[-1.1336130342710615, 3.7377874756711598]
[3.736539207916671, -0.5778102663020636]
[0.33566921853130344, 6.212257033535421]
[-0.836746200040822, 3.8636138576885397]
[4.460871020900557, 7.096059993780725]
[-0.8328938137488923, 4.621869217216145]
[6.8461754716110015, 4.894419201637297]
[1.8836026992591162, 4.483139098742667]
[6.744647039968878, 6.10022155998433]
[5.520794371654325, -0.6954473509374263]
[0.7582502531988927, 4.679280906592752]
[1.1881882815644373, 3.3890307985289065]
[0.12502611152949283, 4.735946267851039]
[-0.18974906712885908, 5.00586685014025]
[4.3014596679938135, 5.937397192507736]
[-0.1602765121718815, 4.786652542865607]
[6.543735967579185, 5.809015357650156]
[2.8662451402352738, 1.212042239665846]
[5.858579531179608, 6.383557761824033]
[6.411497934552918, 5.57916688605231]
[-0.09963267662303485, 3.2955793498416996]
[3.4958540245816807, -0.11355919430758027]
[3.444819440572821, 1.5189726182116003]
[6.113586715149262, 7.887031786457498]
[4.5706204622826245, 1.1175253880048621]
[-0.636359136751273, 5.03665867129908]
[-0.34723527446892494, 4.67903215431451]
[3.1595596681233813, -1.0271782030937302]
[5.760207024957117, 6.887781198150321]
[1.059527807492277, 5.127048614301416]
[0.5732442832094127, 3.2105766585647473]
[3.179564639750604, -0.1906254478070792]
[3.9480200299290615, 0.4752180449501493]
[-0.49892392566496907, 4.734043602127367]
[7.142139984335172, 4.93406958448604]
[1.3137595162942401, 4.959427284329509]
[5.202597575305932, 6.501769245290033]
[-0.6828249124158355, 3.037007527056911]
[0.6081414729769387, 3.9225178931564835]
[-0.5700016904803633, 4.279877032021126]
[-0.8800988258442793, 2.1765185269900176]
[4.413289886438578, 1.1062391914923415]
[0.6336530341105174, 4.600298012094013]
[5.960446646855505, 0.7334430611564532]
[2.638650235374559, -1.493723820226187]
[7.043560190772682, 6.603765254380971]
[4.590210588818696, -0.3086823129883443]
[6.922097365954961, 7.742767136862281]
[-0.06722069756161526, 3.3155886895995152]
[4.7413363090838505, 6.748508743286344]
[-1.2051289472707634, 4.15870477386405]
[1.6107618229966914, 0.5686521239437387]
[5.120149631549221, 0.928589526456916]
[-0.3014831489658713, 3.7642000003012814]
[6.745776858670455, 5.790581687600022]
[6.274612246750764, 5.646684378119157]
[1.9178145853246873, -0.019769927859462664]
[0.6089611247049986, 4.116128199875762]
[2.3885925132489136, 1.2777638566668303]
[6.225203745078609, 7.619766389652563]
[4.634068987274873, -1.2187790295020904]
[0.0357658152055887, 3.1862426231842536]
[3.6206165659047467, 0.13252692177070677]
[0.5212423143441697, 4.665388916078819]
[3.9310799683005033, 1.8819984366054738]
[6.2799487395969855, -0.029693571820808683]
[-0.1639019777394569, 4.89335075888359]
[1.6877731699068192, -2.15042861031391]
[4.184356537946737, -2.1316224109339377]
[1.028854374673554, 4.725523911890914]
[0.17818238020891197, 3.799317697347004]
[5.2483055390056474, 6.012737756560012]
[5.01353318246423, 7.248662201912626]
[0.6585221034370192, 2.7617480206107325]
[7.583045315651781, 8.446355703787608]
[3.269243533385977, -1.2277011685745698]
[4.845842516215312, 5.508613477888504]
[-0.5318773725780621, 3.3687572905819514]
[1.230141991808416, 5.0019387951404495]
[3.609075947479, -0.9661826581772406]
[6.110449743990152, 6.582329978718347]
[4.268960801161135, -0.050536108288070085]
[4.4036669220516025, 0.6610743436439229]
[5.84851743769261, 7.313191372782363]
[6.283349164697867, 6.101451212863297]
[1.3287990894111268, 5.748638321459952]
[-0.201236694921372, 5.03483155265055]
[0.11632235480280154, 5.951556449354899]
[-0.7076962837934245, 3.4888701000017304]
[5.496213051320981, 5.959405218827473]
[5.6956540899403985, 5.253072279149768]
[6.86298252338803, 7.1494561065331546]
[-0.6389700856160752, 3.7794569028322087]
[5.833679948869535, 4.858043297594792]
[6.729589312772186, 6.556242449774515]
[-0.39864644837588825, 4.728619023766172]
[-0.548914241021999, 3.38844327442662]
[0.38902758451969255, 4.736792524787637]
[-0.056301814466652375, 3.65868210034531]
[5.988702090264875, 4.4206540198799225]
[4.563960396419746, -1.5143000777721332]
[5.188094091683654, 0.7018504033555408]
[4.580587531768766, 7.629458507232962]
[2.028619392659385, -0.739339638047576]
[0.6437336358090819, 4.96647524179633]
[3.9733167989604126, -1.9626924979223495]
[5.01548430291653, 7.382424379966309]
[3.9946480061330503, -0.7101690144412592]
[0.10755638988025662, 3.304896166042133]
[4.913136343511765, 4.413332686654139]
[-0.03470163586009264, 3.627478122132392]
[0.2725158539886211, 5.538816887671736]
[4.815530016364793, 1.7587767342884124]
[0.469344267011303, 2.6307165169735818]
[4.997760691556803, 0.6900652226816049]
[6.758030260914632, 5.545742157280024]
[6.529611813267098, 5.796732332533302]
[6.000222805418766, 5.232189040475267]
[6.360433176871616, 6.733254793108561]
[-0.8823669995673937, 3.63674883502963]
[3.7624304461367735, 1.436451039861652]
[4.995900705048864, 0.7308992515167125]
[5.058997483728631, -1.6020767833620546]
[5.553907888310717, 6.133583397627995]
[1.1706378544441338, 4.3420839863659655]
[5.298274113408622, 5.981850427824384]
[5.327221392896043, 0.1915985502231257]
[6.0127106009877584, 6.7157007204227686]
[3.6313170770927967, 0.4138890206623725]
[7.579614822354831, 6.630788474478399]
[4.510161127751735, -0.5032196101829884]
[6.6626099517131525, 6.284312965781239]
[6.0005149961921145, 7.951359915119074]
[1.3755706998390456, 3.4185269913730147]
[4.5750817783216515, 7.619534245336524]
[0.9873327802311528, 4.193211394454341]
[4.299996326099244, 0.4975620385720353]
[6.741615281425431, 6.263871194588783]
[5.782522905787794, 5.802140230214066]
[5.277862926658449, 7.000267937412247]
[4.96305593634897, 5.799084407190137]
[5.439461917706159, 6.532200878333025]
[1.0532651814693275, 5.022038716485011]
[5.731978480357793, -0.3026028243105308]
[5.465001679107707, -0.051714776011689154]
[1.0560712524539697, 4.683276753902307]
[4.469498018534457, -0.331572964829135]
[1.489403301582459, 5.091666776208954]
[4.6067254747882105, 6.309937727138379]
[6.805277182192591, 5.701702911929289]
[7.377179051299729, 6.869928590021917]
[5.116099226165627, -0.8230053115207776]
[-1.1526433664736537, 3.278462119786644]
[4.006207903434888, -0.35166872891604845]
[4.498425785227273, 0.3640242349009517]
[-1.6875328998797194, 3.924102928148727]
[4.028345055253927, -0.09028632949588242]
[5.896370595515828, 5.424275245938837]
[5.304841886956353, -0.6374345145506604]
[3.9531072223930064, 5.370901794367792]
[0.5788253280251793, 3.8605856805706766]
[-1.763364482968571, 3.0909068901788763]
[4.030499553099272, 1.1402054322397497]
[-1.5444584875800187, 2.746442479874225]
[5.779605815309552, 5.514483583475408]
[2.823506664837523, -0.31089148739287975]
[4.4793908325253815, 0.13616904881148714]
[4.531236821533893, 5.721033644807789]
[4.931940330402359, 7.584705309569131]
[0.7027578498242465, 3.511139547582161]
[6.888074982675421, 6.362171961077151]
[5.342299084360801, 5.458861485862062]
[4.920446016885341, 4.497501281240919]
[5.963504470557388, 5.628094377842401]
[6.208135164676492, 6.840377734987587]
[2.3528053810929466, 0.9671666500111862]
[3.6645237516563203, -1.315337937187999]
